gare de depart	gare d'arrivee	heure de depart	heure d'arrivee	prix	correspondance 1	correspondance 2	correspondance 3	correspondance 4
SETTAT	MARTIL	08h15	14h00	365 DH	correspondance 1 : 09h15 a Gare CASA VOYAGEURS - correspondance 45 Min - depart 10h00	correspondance 2 : 12h10 a Gare TANGER VILLE - correspondance 20 Min - depart 12h30	pas de correspondance	pas de correspondance
SETTAT	MARTIL	08h39	14h00	370 DH	correspondance 1 : 09h28 a Gare CASA VOYAGEURS - correspondance 32 Min - depart 10h00	correspondance 2 : 12h10 a Gare TANGER VILLE - correspondance 20 Min - depart 12h30	pas de correspondance	pas de correspondance
SETTAT	MARTIL	10h15	16h00	365 DH	correspondance 1 : 11h13 a Gare CASA VOYAGEURS - correspondance 47 Min - depart 12h00	correspondance 2 : 14h10 a Gare TANGER VILLE - correspondance 20 Min - depart 14h30	pas de correspondance	pas de correspondance
SETTAT	MARTIL	10h39	16h00	370 DH	correspondance 1 : 11h28 a Gare CASA VOYAGEURS - correspondance 32 Min - depart 12h00	correspondance 2 : 14h10 a Gare TANGER VILLE - correspondance 20 Min - depart 14h30	pas de correspondance	pas de correspondance
SETTAT	MARTIL	12h15	19h00	340 DH	correspondance 1 : 13h28 a Gare CASA PORT - correspondance 42 Min - depart 14h10	correspondance 2 : 15h10 a Gare RABAT AGDAL - correspondance 40 Min - depart 15h50	correspondance 3 : 17h10 a Gare TANGER VILLE - correspondance 20 Min - depart 17h30	pas de correspondance
SETTAT	MARTIL	12h39	18h00	370 DH	correspondance 1 : 13h28 a Gare CASA VOYAGEURS - correspondance 32 Min - depart 14h00	correspondance 2 : 16h10 a Gare TANGER VILLE - correspondance 20 Min - depart 16h30	pas de correspondance	pas de correspondance
SETTAT	MARTIL	13h39	19h00	370 DH	correspondance 1 : 14h28 a Gare CASA VOYAGEURS - correspondance 32 Min - depart 15h00	correspondance 2 : 17h10 a Gare TANGER VILLE - correspondance 20 Min - depart 17h30	pas de correspondance	pas de correspondance
SETTAT	MARTIL	15h39	21h00	370 DH	correspondance 1 : 16h28 a Gare CASA VOYAGEURS - correspondance 32 Min - depart 17h00	correspondance 2 : 19h10 a Gare TANGER VILLE - correspondance 20 Min - depart 19h30	pas de correspondance	pas de correspondance
SETTAT	MARTIL	17h39	23h00	370 DH	correspondance 1 : 18h28 a Gare CASA VOYAGEURS - correspondance 32 Min - depart 19h00	correspondance 2 : 21h10 a Gare TANGER VILLE - correspondance 20 Min - depart 21h30	pas de correspondance	pas de correspondance
SETTAT	MEKNES	06h39	10h37	176 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MEKNES	07h39	11h40	176 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MEKNES	08h15	12h37	170 DH	correspondance 1 : 09h15 a Gare CASA VOYAGEURS - correspondance 15 Min - depart 09h30	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MEKNES	08h39	12h37	176 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MEKNES	09h39	13h40	176 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MEKNES	10h39	14h37	176 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MEKNES	11h39	15h40	176 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MEKNES	12h39	16h37	176 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MEKNES	13h39	17h40	176 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MEKNES	14h39	18h40	176 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MEKNES	15h39	19h40	176 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MEKNES	16h39	20h37	176 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MEKNES	17h39	21h40	176 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MEKNES	18h39	22h37	176 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MEKNES	19h39	23h34	176 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MIDELT (SUPRAT.)							
SETTAT	MOHAMMEDIA	06h15	08h30	55 DH	correspondance 1 : 07h26 a Gare CASA PORT - correspondance 44 Min - depart 08h10	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MOHAMMEDIA	06h39	07h48	55 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MOHAMMEDIA	07h39	08h48	55 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MOHAMMEDIA	08h15	09h48	55 DH	correspondance 1 : 09h15 a Gare CASA VOYAGEURS - correspondance 15 Min - depart 09h30	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MOHAMMEDIA	08h39	09h48	55 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MOHAMMEDIA	09h39	10h48	55 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MOHAMMEDIA	10h15	12h30	55 DH	correspondance 1 : 11h28 a Gare CASA PORT - correspondance 42 Min - depart 12h10	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MOHAMMEDIA	10h39	11h48	55 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MOHAMMEDIA	11h39	12h48	55 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MOHAMMEDIA	12h15	14h30	55 DH	correspondance 1 : 13h28 a Gare CASA PORT - correspondance 42 Min - depart 14h10	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MOHAMMEDIA	12h39	13h48	55 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MOHAMMEDIA	13h39	14h48	55 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MOHAMMEDIA	14h15	15h55	55 DH	correspondance 1 : 15h22 a Gare CASA PORT - correspondance 13 Min - depart 15h35	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MOHAMMEDIA	14h39	15h48	55 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MOHAMMEDIA	15h39	16h48	55 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MOHAMMEDIA	16h10	18h30	55 DH	correspondance 1 : 17h25 a Gare CASA PORT - correspondance 45 Min - depart 18h10	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MOHAMMEDIA	16h39	17h48	55 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MOHAMMEDIA	17h39	18h48	55 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MOHAMMEDIA	18h15	20h30	55 DH	correspondance 1 : 19h30 a Gare CASA PORT - correspondance 40 Min - depart 20h10	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	OUJDA	08h15	13h00	191 DH	correspondance 1 : 09h15 a Gare CASA VOYAGEURS - correspondance 15 Min - depart 09h30	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	OUJDA	08h39	13h00	191 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	OUJDA	10h39	14h58	191 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	OUJDA	12h39	17h00	191 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	OUJDA	13h39	18h03	191 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	OUJDA	14h39	19h01	191 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	OUJDA	16h39	21h01	191 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	OUJDA	18h39	22h58	191 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	TETOUAN SUPRATOURS	06h39	11h29	365 DH	correspondance 1 : 07h28 a Gare CASA VOYAGEURS - correspondance 32 Min - depart 08h00	correspondance 2 : 10h10 a Gare TANGER VILLE - correspondance 20 Min - depart 10h30	pas de correspondance	pas de correspondance
SETTAT	TETOUAN SUPRATOURS	07h39	12h09	365 DH	correspondance 1 : 08h28 a Gare CASA VOYAGEURS - correspondance 32 Min - depart 09h00	correspondance 2 : 11h10 a Gare TANGER VILLE - correspondance 20 Min - depart 11h30	pas de correspondance	pas de correspondance
SETTAT	TETOUAN SUPRATOURS	08h15	13h29	360 DH	correspondance 1 : 09h15 a Gare CASA VOYAGEURS - correspondance 45 Min - depart 10h00	correspondance 2 : 12h10 a Gare TANGER VILLE - correspondance 20 Min - depart 12h30	pas de correspondance	pas de correspondance
SETTAT	TETOUAN SUPRATOURS	08h39	13h29	365 DH	correspondance 1 : 09h28 a Gare CASA VOYAGEURS - correspondance 32 Min - depart 10h00	correspondance 2 : 12h10 a Gare TANGER VILLE - correspondance 20 Min - depart 12h30	pas de correspondance	pas de correspondance
SETTAT	TETOUAN SUPRATOURS	10h15	15h29	360 DH	correspondance 1 : 11h13 a Gare CASA VOYAGEURS - correspondance 47 Min - depart 12h00	correspondance 2 : 14h10 a Gare TANGER VILLE - correspondance 20 Min - depart 14h30	pas de correspondance	pas de correspondance
SETTAT	TETOUAN SUPRATOURS	10h39	15h29	365 DH	correspondance 1 : 11h28 a Gare CASA VOYAGEURS - correspondance 32 Min - depart 12h00	correspondance 2 : 14h10 a Gare TANGER VILLE - correspondance 20 Min - depart 14h30	pas de correspondance	pas de correspondance
SETTAT	TETOUAN SUPRATOURS	12h15	18h29	335 DH	correspondance 1 : 13h28 a Gare CASA PORT - correspondance 42 Min - depart 14h10	correspondance 2 : 15h10 a Gare RABAT AGDAL - correspondance 40 Min - depart 15h50	correspondance 3 : 17h10 a Gare TANGER VILLE - correspondance 20 Min - depart 17h30	pas de correspondance
SETTAT	TETOUAN SUPRATOURS	12h39	17h29	365 DH	correspondance 1 : 13h28 a Gare CASA VOYAGEURS - correspondance 32 Min - depart 14h00	correspondance 2 : 16h10 a Gare TANGER VILLE - correspondance 20 Min - depart 16h30	pas de correspondance	pas de correspondance
SETTAT	TETOUAN SUPRATOURS	13h39	18h29	365 DH	correspondance 1 : 14h28 a Gare CASA VOYAGEURS - correspondance 32 Min - depart 15h00	correspondance 2 : 17h10 a Gare TANGER VILLE - correspondance 20 Min - depart 17h30	pas de correspondance	pas de correspondance
SETTAT	TETOUAN SUPRATOURS	15h39	20h09	365 DH	correspondance 1 : 16h28 a Gare CASA VOYAGEURS - correspondance 32 Min - depart 17h00	correspondance 2 : 19h10 a Gare TANGER VILLE - correspondance 20 Min - depart 19h30	pas de correspondance	pas de correspondance
SETTAT	TETOUAN SUPRATOURS	17h39	22h29	365 DH	correspondance 1 : 18h28 a Gare CASA VOYAGEURS - correspondance 32 Min - depart 19h00	correspondance 2 : 21h10 a Gare TANGER VILLE - correspondance 20 Min - depart 21h30	pas de correspondance	pas de correspondance
SETTAT	RABAT AGDAL	06h15	08h45	95 DH	correspondance 1 : 07h13 a Gare CASA VOYAGEURS - correspondance 47 Min - depart 08h00	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	RABAT AGDAL	06h39	08h19	95 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	RABAT AGDAL	07h39	09h19	95 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	RABAT AGDAL	08h15	10h19	75 DH	correspondance 1 : 09h15 a Gare CASA VOYAGEURS - correspondance 15 Min - depart 09h30	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	RABAT AGDAL	08h39	10h19	95 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	RABAT AGDAL	09h39	11h19	95 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	RABAT AGDAL	10h15	12h45	95 DH	correspondance 1 : 11h13 a Gare CASA VOYAGEURS - correspondance 47 Min - depart 12h00	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	RABAT AGDAL	10h39	12h19	95 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	RABAT AGDAL	11h39	13h19	95 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	RABAT AGDAL	12h15	14h45	95 DH	correspondance 1 : 13h13 a Gare CASA VOYAGEURS - correspondance 47 Min - depart 14h00	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	RABAT AGDAL	12h39	14h19	95 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	RABAT AGDAL	13h39	15h19	95 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	RABAT AGDAL	14h15	16h29	75 DH	correspondance 1 : 15h22 a Gare CASA PORT - correspondance 13 Min - depart 15h35	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	RABAT VILLE	06h15	09h15	75 DH	correspondance 1 : 07h26 a Gare CASA PORT - correspondance 44 Min - depart 08h10	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	RABAT VILLE	06h39	08h24	95 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	RABAT VILLE	07h39	09h24	95 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	RABAT VILLE	08h15	10h24	75 DH	correspondance 1 : 09h15 a Gare CASA VOYAGEURS - correspondance 15 Min - depart 09h30	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	RABAT VILLE	08h39	10h24	95 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	RABAT VILLE	09h39	11h24	95 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	RABAT VILLE	10h15	13h15	75 DH	correspondance 1 : 11h28 a Gare CASA PORT - correspondance 42 Min - depart 12h10	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	RABAT VILLE	10h39	12h24	95 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	RABAT VILLE	11h39	13h24	95 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	RABAT VILLE	12h15	15h15	75 DH	correspondance 1 : 13h28 a Gare CASA PORT - correspondance 42 Min - depart 14h10	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	RABAT VILLE	12h39	14h24	95 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	RABAT VILLE	13h39	15h24	95 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	RABAT VILLE	14h15	16h34	75 DH	correspondance 1 : 15h22 a Gare CASA PORT - correspondance 13 Min - depart 15h35	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	RABAT VILLE	14h39	16h24	95 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	RABAT VILLE	15h39	17h24	95 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	RABAT VILLE	16h10	19h15	75 DH	correspondance 1 : 17h25 a Gare CASA PORT - correspondance 45 Min - depart 18h10	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	RABAT VILLE	16h39	18h24	95 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	RABAT VILLE	17h39	19h24	95 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	RABAT VILLE	18h15	21h15	75 DH	correspondance 1 : 19h30 a Gare CASA PORT - correspondance 40 Min - depart 20h10	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	SAFI							
SETTAT	SALE	06h15	09h26	80 DH	correspondance 1 : 07h26 a Gare CASA PORT - correspondance 44 Min - depart 08h10	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	SALE	07h39	09h36	95 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	SALE	08h15	10h36	80 DH	correspondance 1 : 09h15 a Gare CASA VOYAGEURS - correspondance 15 Min - depart 09h30	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	SALE	08h39	10h36	95 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	SALE	09h39	11h36	95 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	SALE	10h15	13h26	80 DH	correspondance 1 : 11h28 a Gare CASA PORT - correspondance 42 Min - depart 12h10	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	SALE	10h39	12h36	95 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	SALE	11h39	13h36	95 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	SALE	12h15	15h26	80 DH	correspondance 1 : 13h28 a Gare CASA PORT - correspondance 42 Min - depart 14h10	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	SALE	12h39	14h36	95 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	SALE	13h39	15h36	95 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
