gare de depart	gare d'arrivee	heure de depart	heure d'arrivee	prix	correspondance 1	correspondance 2	correspondance 3	correspondance 4
RABAT VILLE	KENITRA	10h17	10h51	20 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	KENITRA	10h35	11h07	20 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	KENITRA	11h17	11h51	20 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	KENITRA	12h17	12h48	20 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	KENITRA	13h17	13h51	20 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	KENITRA	14h17	14h48	20 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	KENITRA	15h17	15h51	20 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	KENITRA	16h17	16h51	20 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	KENITRA	16h36	17h07	20 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	KENITRA	17h17	17h51	20 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	KHOURIBGA							
RABAT VILLE	LAAYOUNE SUPRATOURS							
RABAT VILLE	MARRAKECH							
RABAT VILLE	MARTIL							
RABAT VILLE	MEKNES							
RABAT VILLE	MIDELT (SUPRAT.)							
RABAT VILLE	MOHAMMEDIA							
RABAT VILLE	OUJDA							
RABAT VILLE	TETOUAN SUPRATOURS							
RABAT VILLE	RABAT AGDAL							
RABAT VILLE	SAFI							
RABAT VILLE	SALE	01h00	01h10	15 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	SALE	06h37	06h46	15 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	SALE	07h27	07h36	15 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	SALE	07h37	07h46	15 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	SALE	08h17	08h26	15 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	SALE	08h27	08h36	15 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	SALE	08h38	08h47	15 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	SALE	09h17	09h26	15 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	SALE	09h27	09h36	15 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	SALE	09h36	09h45	15 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	SALE	10h17	10h26	15 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	SALE	10h35	10h44	15 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	SALE	11h17	11h26	15 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	SALE	12h17	12h26	15 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	SALE	13h17	13h26	15 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	SALE	14h17	14h26	15 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	SALE	15h17	15h26	15 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	SALE	16h17	16h26	15 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	SALE	16h36	16h45	15 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	SALE	17h17	17h26	15 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	SETTAT	05h10	07h10	70 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	SETTAT	07h05	09h58	75 DH	correspondance 1 : 08h11 a Gare CASA PORT - correspondance 29 Min - depart 08h40	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	SETTAT	07h35	09h28	95 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	SETTAT	08h35	10h28	95 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	SETTAT	09h05	11h58	75 DH	correspondance 1 : 10h10 a Gare CASA PORT - correspondance 30 Min - depart 10h40	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	SETTAT	09h35	11h28	95 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	SETTAT	10h35	12h28	95 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	SETTAT	11h05	13h58	75 DH	correspondance 1 : 12h10 a Gare CASA PORT - correspondance 30 Min - depart 12h40	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	SETTAT	11h35	13h28	95 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	SETTAT	12h35	14h28	95 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	SETTAT	13h05	15h58	75 DH	correspondance 1 : 14h10 a Gare CASA PORT - correspondance 30 Min - depart 14h40	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	SETTAT	13h35	15h28	95 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	SETTAT	14h35	16h28	95 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	SETTAT	15h05	17h58	75 DH	correspondance 1 : 16h10 a Gare CASA PORT - correspondance 30 Min - depart 16h40	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	SETTAT	15h35	17h28	95 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	SETTAT	16h05	18h58	75 DH	correspondance 1 : 17h10 a Gare CASA PORT - correspondance 30 Min - depart 17h40	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	SETTAT	16h35	18h28	95 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	SETTAT	17h35	19h28	95 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	SETTAT	18h35	20h28	95 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	SETTAT	19h35	21h28	95 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
RABAT VILLE	TANGER							
SAFI	ADDAKHLA SUPRATOURS							
SAFI	AGADIR (SUPRAT.)							
SAFI	BENGUERIR							
SAFI	CASA PORT							
SAFI	CASA VOYAGEURS							
SAFI	EL JADIDA							
SAFI	ESSAOUIRA SUPRATOURS							
SAFI	FES							
SAFI	GUELMIMA							
SAFI	KENITRA							
SAFI	KHOURIBGA							
SAFI	LAAYOUNE SUPRATOURS							
SAFI	MARRAKECH							
SAFI	MARTIL							
SAFI	MEKNES							
SAFI	MIDELT (SUPRAT.)							
SAFI	MOHAMMEDIA							
SAFI	OUJDA							
SAFI	TETOUAN SUPRATOURS							
SAFI	RABAT AGDAL							
SAFI	RABAT VILLE							
SAFI	SALE							
SAFI	SETTAT							
SAFI	TANGER							
SALE	ADDAKHLA SUPRATOURS							
SALE	AGADIR (SUPRAT.)							
SALE	BENGUERIR	04h56	08h16	149 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	BENGUERIR	07h22	10h30	162 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	BENGUERIR	08h22	11h30	124 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	BENGUERIR	09h22	12h30	162 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	BENGUERIR	10h22	13h30	162 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	BENGUERIR	11h22	14h30	162 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	BENGUERIR	12h22	15h30	162 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	BENGUERIR	13h22	16h30	162 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	BENGUERIR	14h22	17h30	162 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	BENGUERIR	15h22	18h30	162 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	BENGUERIR	16h22	19h30	124 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	BENGUERIR	17h22	20h30	162 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	BENGUERIR	18h22	21h30	162 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	BENGUERIR	19h22	22h30	162 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	BENGUERIR	20h22	23h30	162 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	CASA PORT							
SALE	CASA VOYAGEURS	04h56	06h10	45 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	CASA VOYAGEURS	05h39	06h50	45 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	CASA VOYAGEURS	06h20	08h02	45 DH	correspondance 1 : 07h40 a Gare CASA PORT - correspondance 10 Min - depart 07h50	pas de correspondance	pas de correspondance	pas de correspondance
SALE	CASA VOYAGEURS	06h30	07h46	45 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	CASA VOYAGEURS	06h54	08h42	45 DH	correspondance 1 : 08h11 a Gare CASA PORT - correspondance 19 Min - depart 08h30	pas de correspondance	pas de correspondance	pas de correspondance
SALE	CASA VOYAGEURS	07h22	08h30	45 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	CASA VOYAGEURS	07h54	10h02	45 DH	correspondance 1 : 09h10 a Gare CASA PORT - correspondance 40 Min - depart 09h50	pas de correspondance	pas de correspondance	pas de correspondance
SALE	CASA VOYAGEURS	08h22	09h30	45 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	CASA VOYAGEURS	08h54	10h42	45 DH	correspondance 1 : 10h10 a Gare CASA PORT - correspondance 20 Min - depart 10h30	pas de correspondance	pas de correspondance	pas de correspondance
SALE	CASA VOYAGEURS	09h22	10h30	45 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	CASA VOYAGEURS	09h54	12h02	45 DH	correspondance 1 : 11h10 a Gare CASA PORT - correspondance 40 Min - depart 11h50	pas de correspondance	pas de correspondance	pas de correspondance
SALE	CASA VOYAGEURS	10h22	11h30	45 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	CASA VOYAGEURS	10h54	12h42	45 DH	correspondance 1 : 12h10 a Gare CASA PORT - correspondance 20 Min - depart 12h30	pas de correspondance	pas de correspondance	pas de correspondance
SALE	CASA VOYAGEURS	11h22	12h30	45 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	EL JADIDA							
SALE	ESSAOUIRA SUPRATOURS	09h22	17h45	300 DH	correspondance 1 : 13h14 a Gare MARRAKECH - correspondance 01h31 Min - depart 14h45	pas de correspondance	pas de correspondance	pas de correspondance
SALE	ESSAOUIRA SUPRATOURS	10h22	17h45	300 DH	correspondance 1 : 14h14 a Gare MARRAKECH - correspondance 31 Min - depart 14h45	pas de correspondance	pas de correspondance	pas de correspondance
SALE	ESSAOUIRA SUPRATOURS	11h22	19h45	300 DH	correspondance 1 : 15h14 a Gare MARRAKECH - correspondance 01h31 Min - depart 16h45	pas de correspondance	pas de correspondance	pas de correspondance
SALE	ESSAOUIRA SUPRATOURS	12h22	19h45	300 DH	correspondance 1 : 16h14 a Gare MARRAKECH - correspondance 31 Min - depart 16h45	pas de correspondance	pas de correspondance	pas de correspondance
SALE	ESSAOUIRA SUPRATOURS	14h22	22h00	300 DH	correspondance 1 : 18h14 a Gare MARRAKECH - correspondance 46 Min - depart 19h00	pas de correspondance	pas de correspondance	pas de correspondance
SALE	FES							
SALE	GUELMIMA							
SALE	KENITRA	01h13	01h37	20 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	KENITRA	06h47	07h08	19 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	KENITRA	07h37	08h01	20 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	KENITRA	07h47	08h10	19 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	KENITRA	08h27	08h49	20 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	KENITRA	08h37	08h59	20 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	KENITRA	08h48	09h09	20 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	KENITRA	09h27	09h51	20 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	KENITRA	09h37	09h59	20 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	KENITRA	09h46	10h07	20 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	KENITRA	10h27	10h51	20 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	KENITRA	10h45	11h07	20 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	KENITRA	11h27	11h51	20 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	KENITRA	12h27	12h48	20 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	KENITRA	13h27	13h51	20 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	KENITRA	14h27	14h48	20 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	KENITRA	15h27	15h51	20 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	KENITRA	16h27	16h51	20 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	KENITRA	16h46	17h07	20 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	KENITRA	17h27	17h51	20 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	KHOURIBGA							
SALE	LAAYOUNE SUPRATOURS							
SALE	MARRAKECH							
SALE	MARTIL							
SALE	MEKNES							
SALE	MIDELT (SUPRAT.)							
SALE	MOHAMMEDIA	04h56	05h48	35 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	MOHAMMEDIA	05h39	06h29	30 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	MOHAMMEDIA	06h20	07h14	35 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	MOHAMMEDIA	06h30	07h24	30 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	MOHAMMEDIA	06h54	07h48	35 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	MOHAMMEDIA	07h22	08h10	35 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	MOHAMMEDIA	07h31	08h25	35 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	MOHAMMEDIA	07h54	08h48	35 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	MOHAMMEDIA	08h22	09h10	35 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	MOHAMMEDIA	08h31	09h21	35 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	MOHAMMEDIA	08h54	09h48	35 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	MOHAMMEDIA	09h31	10h25	35 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	MOHAMMEDIA	09h54	10h48	35 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	MOHAMMEDIA	10h54	11h48	35 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	MOHAMMEDIA	11h54	12h48	35 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	MOHAMMEDIA	12h54	13h48	35 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	MOHAMMEDIA	13h54	14h48	35 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	MOHAMMEDIA	14h54	15h48	35 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	MOHAMMEDIA	15h54	16h48	35 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	MOHAMMEDIA	16h22	17h10	35 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	OUJDA							
SALE	TETOUAN SUPRATOURS							
SALE	RABAT AGDAL							
SALE	RABAT VILLE							
SALE	SAFI							
SALE	SETTAT	04h56	07h10	72 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	SETTAT	06h54	09h58	80 DH	correspondance 1 : 08h11 a Gare CASA PORT - correspondance 29 Min - depart 08h40	pas de correspondance	pas de correspondance	pas de correspondance
SALE	SETTAT	07h22	09h28	72 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	SETTAT	08h22	10h28	78 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	SETTAT	08h54	11h58	80 DH	correspondance 1 : 10h10 a Gare CASA PORT - correspondance 30 Min - depart 10h40	pas de correspondance	pas de correspondance	pas de correspondance
SALE	SETTAT	09h22	11h28	72 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	SETTAT	10h22	12h28	78 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	SETTAT	10h54	13h58	80 DH	correspondance 1 : 12h10 a Gare CASA PORT - correspondance 30 Min - depart 12h40	pas de correspondance	pas de correspondance	pas de correspondance
SALE	SETTAT	11h22	13h28	72 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	SETTAT	12h22	14h28	72 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	SETTAT	12h54	15h58	80 DH	correspondance 1 : 14h10 a Gare CASA PORT - correspondance 30 Min - depart 14h40	pas de correspondance	pas de correspondance	pas de correspondance
SALE	SETTAT	13h22	15h28	72 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	SETTAT	14h22	16h28	72 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	SETTAT	14h54	17h58	80 DH	correspondance 1 : 16h10 a Gare CASA PORT - correspondance 30 Min - depart 16h40	pas de correspondance	pas de correspondance	pas de correspondance
SALE	SETTAT	15h22	17h28	72 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	SETTAT	15h54	18h58	80 DH	correspondance 1 : 17h10 a Gare CASA PORT - correspondance 30 Min - depart 17h40	pas de correspondance	pas de correspondance	pas de correspondance
SALE	SETTAT	16h22	18h28	78 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	SETTAT	17h22	19h28	78 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	SETTAT	18h22	20h28	78 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	SETTAT	19h22	21h28	78 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SALE	TANGER							
SETTAT	ADDAKHLA SUPRATOURS							
SETTAT	AGADIR (SUPRAT.)	09h30	15h14	248 DH	correspondance 1 : 11h14 a Gare MARRAKECH - correspondance 31 Min - depart 11h45	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	AGADIR (SUPRAT.)	10h30	16h14	248 DH	correspondance 1 : 12h14 a Gare MARRAKECH - correspondance 31 Min - depart 12h45	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	AGADIR (SUPRAT.)	11h30	18h15	248 DH	correspondance 1 : 13h14 a Gare MARRAKECH - correspondance 01h31 Min - depart 14h45	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	AGADIR (SUPRAT.)	13h30	19h15	263 DH	correspondance 1 : 15h14 a Gare MARRAKECH - correspondance 31 Min - depart 15h45	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	AGADIR (SUPRAT.)	14h30	20h15	248 DH	correspondance 1 : 16h14 a Gare MARRAKECH - correspondance 31 Min - depart 16h45	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	AGADIR (SUPRAT.)	16h30	22h15	248 DH	correspondance 1 : 18h14 a Gare MARRAKECH - correspondance 31 Min - depart 18h45	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	AGADIR (SUPRAT.)	18h30	00h28	248 DH	correspondance 1 : 20h14 a Gare MARRAKECH - correspondance 46 Min - depart 21h00	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	AGADIR (SUPRAT.)	20h30	02h30	248 DH	correspondance 1 : 22h14 a Gare MARRAKECH - correspondance 31 Min - depart 22h45	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	BENGUERIR							
SETTAT	CASA PORT	06h15	07h26	35 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	CASA PORT	08h15	09h30	35 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	CASA PORT	10h15	11h28	35 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	CASA PORT	12h15	13h28	35 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	CASA PORT	14h15	15h22	35 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	CASA PORT	16h10	17h25	35 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	CASA PORT	18h15	19h30	35 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	CASA PORT	20h15	21h30	35 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	CASA VOYAGEURS							
SETTAT	EL JADIDA	07h39	10h10	85 DH	correspondance 1 : 08h20 a Gare Casa Oasis - correspondance 34 Min - depart 08h54	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	EL JADIDA	09h39	12h05	85 DH	correspondance 1 : 10h20 a Gare Casa Oasis - correspondance 34 Min - depart 10h54	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	EL JADIDA	11h39	14h05	85 DH	correspondance 1 : 12h20 a Gare Casa Oasis - correspondance 34 Min - depart 12h54	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	EL JADIDA	13h39	16h08	85 DH	correspondance 1 : 14h20 a Gare Casa Oasis - correspondance 34 Min - depart 14h54	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	EL JADIDA	15h39	18h07	85 DH	correspondance 1 : 16h20 a Gare Casa Oasis - correspondance 31 Min - depart 16h51	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	EL JADIDA	16h39	19h05	85 DH	correspondance 1 : 17h20 a Gare Casa Oasis - correspondance 34 Min - depart 17h54	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	EL JADIDA	17h39	20h10	85 DH	correspondance 1 : 18h20 a Gare Casa Oasis - correspondance 34 Min - depart 18h54	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	EL JADIDA	18h39	21h00	85 DH	correspondance 1 : 19h20 a Gare Casa Oasis - correspondance 38 Min - depart 19h58	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	ESSAOUIRA SUPRATOURS	11h30	17h45	213 DH	correspondance 1 : 13h14 a Gare MARRAKECH - correspondance 01h31 Min - depart 14h45	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	ESSAOUIRA SUPRATOURS	12h30	17h45	213 DH	correspondance 1 : 14h14 a Gare MARRAKECH - correspondance 31 Min - depart 14h45	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	ESSAOUIRA SUPRATOURS	13h30	19h45	213 DH	correspondance 1 : 15h14 a Gare MARRAKECH - correspondance 01h31 Min - depart 16h45	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	ESSAOUIRA SUPRATOURS	14h30	19h45	213 DH	correspondance 1 : 16h14 a Gare MARRAKECH - correspondance 31 Min - depart 16h45	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	ESSAOUIRA SUPRATOURS	16h30	22h00	213 DH	correspondance 1 : 18h14 a Gare MARRAKECH - correspondance 46 Min - depart 19h00	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	FES							
SETTAT	GUELMIMA							
SETTAT	KENITRA							
SETTAT	KHOURIBGA							
SETTAT	LAAYOUNE SUPRATOURS							
SETTAT	MARRAKECH	07h12	09h01	104 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MARRAKECH	09h30	11h14	113 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MARRAKECH	10h30	12h14	113 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MARRAKECH	11h30	13h14	113 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MARRAKECH	12h30	14h14	113 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MARRAKECH	13h30	15h14	113 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MARRAKECH	14h30	16h14	113 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MARRAKECH	15h30	17h14	113 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MARRAKECH	16h30	18h14	113 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MARRAKECH	17h30	19h14	113 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MARRAKECH	18h30	20h14	113 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MARRAKECH	19h30	21h14	113 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MARRAKECH	20h30	22h14	113 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MARRAKECH	21h30	23h14	113 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MARRAKECH	22h30	00h14	113 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
SETTAT	MARTIL	06h39	12h00	370 DH	correspondance 1 : 07h28 a Gare CASA VOYAGEURS - correspondance 32 Min - depart 08h00	correspondance 2 : 10h10 a Gare TANGER VILLE - correspondance 20 Min - depart 10h30	pas de correspondance	pas de correspondance
SETTAT	MARTIL	07h39	13h00	370 DH	correspondance 1 : 08h28 a Gare CASA VOYAGEURS - correspondance 32 Min - depart 09h00	correspondance 2 : 11h10 a Gare TANGER VILLE - correspondance 20 Min - depart 11h30	pas de correspondance	pas de correspondance
